img_name	threshold	True Positive	% TP	True Negative	% TN	False Positive	% FP	False Negative	% FN	Dice	Accuracy	IoU	Precision	Recall
000068_10.png	0.8	56893	12.562488959547784	386429	85.32701819466526	257	0.05674792439498322	9301	2.05374492139198	0.9225094045920352	0.9788950715421304	0.9788950715421304	0.9955030621172354	0.8594887754177116
000068_10.png	0.9	48772	10.769298710475182	386618	85.36875110404522	68	0.015015015015015015	17422	3.846935170464582	0.8479579950275571	0.961380498145204	0.961380498145204	0.9986076986076986	0.736803939934133
000073_10.png	0.1	102767	22.691883059530117	331011	73.09022257551669	14982	3.308161102278749	4120	0.9097332626744391	0.9149646539290229	0.9578210563504681	0.9578210563504681	0.8727632506433176	0.9614546202999429
000073_10.png	0.2	102336	22.596714361420243	335430	74.06597774244833	10563	2.332405935347112	4551	1.0049019607843137	0.9312331085692447	0.9666269210386857	0.9666269210386857	0.9064384981266441	0.9574223245109321
000073_10.png	0.3	102091	22.54261614555732	336885	74.38725490196079	9108	2.011128775834658	4796	1.0590001766472354	0.9362453344093614	0.969298710475181	0.969298710475181	0.9180927886042141	0.9551301842132346
000073_10.png	0.4	101666	22.44877230171348	338590	74.76373432255785	7403	1.6346493552375905	5221	1.1528440204910793	0.9415436477801034	0.9721250662427133	0.9721250662427133	0.932125535211655	0.9511540224723306
000073_10.png	0.5	101278	22.363098392510157	340092	75.09538950715421	5901	1.3029941706412294	5609	1.2385179296944002	0.9462315360683153	0.9745848789966437	0.9745848789966437	0.944942572705474	0.9475240206947524
000073_10.png	0.6	99891	22.05683624801272	341465	75.39856032503091	4528	0.9998233527645293	6996	1.544780074191839	0.9454629778614899	0.9745539657304363	0.9745539657304363	0.9566362443616583	0.9345476999073788
000073_10.png	0.7	97043	21.427972089736794	342947	75.72579932874051	3046	0.6725843490549372	9844	2.173644232467762	0.9377222479901052	0.971537714184773	0.971537714184773	0.9695670852940883	0.9079027384059801
000073_10.png	0.8	92817	20.49483306836248	343851	75.92541070482247	2142	0.47297297297297297	14070	3.106783253842077	0.9196813412205345	0.9642024377318495	0.9642024377318495	0.9774428964079234	0.8683656571893682
000073_10.png	0.9	87709	19.366940469881648	345003	76.17978272390037	990	0.21860095389507153	19178	4.234675852322911	0.8968842350679497	0.9554672319378201	0.9554672319378201	0.9888386565801193	0.820576870901045
000074_10.png	0.1	102427	22.616807984455043	329765	72.81509450627098	16171	3.5707030559971735	4517	0.9973944532768062	0.9082742903760719	0.9543190249072602	0.9543190249072602	0.8636486281387544	0.9577629413524835
000074_10.png	0.2	101739	22.464891361950187	333237	73.5817435082141	12699	2.804054054054054	5205	1.149311075781664	0.9191262162235412	0.9604663487016428	0.9604663487016428	0.8890316153725161	0.9513296678635548
000074_10.png	0.3	101185	22.34256315138668	336002	74.19228051580993	9934	2.193517046458223	5759	1.2716392863451687	0.9280345588201575	0.9653484366719661	0.9653484366719661	0.9106003473753363	0.9461493865948534
000074_10.png	0.4	100535	22.199037272566684	338042	74.64273096626037	7894	1.7430665960077725	6409	1.415165165165165	0.9335896328694869	0.9684176823882706	0.9684176823882706	0.9271965986959209	0.9400714392579294
000074_10.png	0.5	100338	22.155537890832008	339075	74.870826709062	6861	1.5149708532061472	6606	1.458664546899841	0.9371121166697021	0.9702636459989401	0.9702636459989401	0.9359975372904598	0.9382293536804309
000074_10.png	0.6	98974	21.854354354354353	340011	75.0775039745628	5925	1.3082935877053523	7970	1.7598480833774952	0.9344089726825998	0.9693185832891715	0.9693185832891715	0.9435170973984499	0.9254750149611012
000074_10.png	0.7	95834	21.1610139551316	340701	75.22986221515633	5235	1.1559353471118177	11110	2.4531884826002472	0.9214231802820017	0.9639087617028793	0.9639087617028793	0.9482037024211183	0.8961138539796529
000074_10.png	0.8	91731	20.255034446210917	342658	75.6619855149267	3278	0.7238120473414591	15213	3.3591679915209327	0.9084390922640416	0.9591701996113761	0.9591701996113761	0.9654980054521151	0.8577479802513465
000074_10.png	0.9	87108	19.234234234234233	345545	76.29946122593181	391	0.08633633633633633	19836	4.379968203497615	0.8959746558117289	0.9553369546016605	0.9553369546016605	0.9955313775014571	0.8145197486535009
000080_10.png	0.1	100358	22.15995407171878	325862	71.95327680621799	20641	4.557719484190073	6019	1.3290496378731673	0.8827492787277461	0.9411323087793676	0.9411323087793676	0.8294118133207713	0.9434182201039698
000080_10.png	0.2	98824	21.821232997703586	330418	72.95928281222399	16085	3.5517134781840665	7553	1.667770711888359	0.8931789629709969	0.9478051580992758	0.9478051580992758	0.8600196677370789	0.9289978096769038
000080_10.png	0.3	97486	21.525790496378733	333010	73.53161985514927	13493	2.9793764352587884	8891	1.9632132132132132	0.8970168755405878	0.9505741035152799	0.9505741035152799	0.8784184395245948	0.9164199027985372
000080_10.png	0.4	96393	21.284446210916798	334547	73.87100335629748	11956	2.6399929341105812	9984	2.204557498675146	0.8978232724495403	0.9515544956721428	0.9515544956721428	0.8896528809679831	0.906145125356045
000080_10.png	0.5	95180	21.016604840134253	335964	74.18388977212507	10539	2.327106518282989	11197	2.472398869457693	0.8975181050090525	0.9520049461225932	0.9520049461225932	0.9003112023382741	0.8947422845163898
000080_10.png	0.6	94506	20.867779544250133	337620	74.54954954954955	8883	1.9614467408585055	11871	2.6212241653418125	0.901061182460456	0.9541732909379969	0.9541732909379969	0.9140817688535531	0.888406328435658
000080_10.png	0.7	93648	20.67832538420774	339292	74.91874227168344	7211	1.592254018724607	12729	2.810678325384208	0.9037811963172422	0.9559706765589119	0.9559706765589119	0.9285041493570232	0.8803406751459432
000080_10.png	0.8	91642	20.235382441264793	341176	75.3347465112171	5327	1.1762497791909556	14735	3.2536212683271506	0.9013405722266482	0.9557012895248189	0.9557012895248189	0.9450649176540956	0.861483215356703
000080_10.png	0.9	87009	19.212374138844726	342803	75.69400282635577	3700	0.8169934640522876	19368	4.276629570747218	0.8829546492394184	0.9490637696520049	0.9490637696520049	0.9592102216979572	0.8179305676979046
000084_10.png	0.1	56933	12.57132132132132	362708	80.08920685391274	23387	5.164061119943473	9852	2.1754107048224696	0.7740457496346147	0.9266052817523406	0.9266052817523406	0.7088271912350598	0.8524818447256121
000084_10.png	0.2	56665	12.512144497438616	364870	80.56659600777247	21225	4.686671966083731	10120	2.234587528705176	0.7833419733886297	0.9307874050521109	0.9307874050521109	0.7275003209654641	0.848468967582541
